text,label,author_name,colluqial_transformed_text,cleaned_text,translated_text,corrected_text,tokenized_text,filtered_tokens,filtered_text,stemmed_text
"permainan politik untuk menjatuhkan prabowo .
biang kerok nya pasti megawati",1,@AndriPutra-l7e,permainan politik untuk menjatuhkan prabowo . biang kerok nya pasti megawati,permainan politik untuk menjatuhkan prabowo biang kerok nya pasti megawati,permainan politik untuk menjatuhkan prabowo biang keroknya pasti megawati,permainan politik untuk menjatuhkan prabowo biang keroknya pasti megawati,"['permainan', 'politik', 'untuk', 'menjatuhkan', 'prabowo', 'biang', 'keroknya', 'pasti', 'megawati']","['permainan', 'politik', 'menjatuhkan', 'prabowo', 'biang', 'keroknya', 'megawati']",permainan politik menjatuhkan prabowo biang keroknya megawati,main politik jatuh prabowo biang kerok megawati
lebih baik sejatrahkan masyarakat dibawah pak..... daripada sejahtrahkan orang yang sudah sejahtra hidupnya,0,@lanangkabeh-vs2zn,lebih baik sejatrahkan masyarakat dibawah pak..... daripada sejahtrahkan orang yang sudah sejahtra hidupnya,lebih baik sejatrahkan masyarakat dibawah pak daripada sejahtrahkan orang yang sudah sejahtra hidupnya,lebih baik sejahterakan masyarakat di bawah pak daripada sejahterakan orang yang sudah sejahtera hidupnya,lebih baik sejahterakan masyarakat di bawah pak daripada sejahterakan orang yang sudah sejahtera hidupnya,"['lebih', 'baik', 'sejahterakan', 'masyarakat', 'di', 'bawah', 'pak', 'daripada', 'sejahterakan', 'orang', 'yang', 'sudah', 'sejahtera', 'hidupnya']","['lebih', 'baik', 'sejahterakan', 'masyarakat', 'bawah', 'pak', 'sejahterakan', 'orang', 'sejahtera', 'hidupnya']",lebih baik sejahterakan masyarakat bawah pak sejahterakan orang sejahtera hidupnya,lebih baik sejahtera masyarakat bawah pak sejahtera orang sejahtera hidup
kami mohon pak presiden cepat memberi solusi yang tepat.......agar masyarakat nyaman  lagi,0,@lanangkabeh-vs2zn,kami mohon pak presiden cepat memberi solusi yang tepat.......agar masyarakat nyaman lagi,kami mohon pak presiden cepat memberi solusi yang tepat agar masyarakat nyaman lagi,Kami mohon Pak Presiden cepat memberi solusi yang tepat agar masyarakat nyaman lagi.,Kami mohon Pak Presiden cepat memberi solusi yang tepat agar masyarakat nyaman lagi.,"['Kami', 'mohon', 'Pak', 'Presiden', 'cepat', 'memberi', 'solusi', 'yang', 'tepat', 'agar', 'masyarakat', 'nyaman', 'lagi', '.']","['mohon', 'Pak', 'Presiden', 'cepat', 'memberi', 'solusi', 'tepat', 'masyarakat', 'nyaman', '.']",mohon Pak Presiden cepat memberi solusi tepat masyarakat nyaman .,mohon pak presiden cepat beri solusi tepat masyarakat nyaman
lebih baik dpr dipilih kembali . pak presiden.......dirilis lagi......dipilih yang memang ngerti masalah negara dan rakyatnya......jangan pandang dia artis.....klau tidak tahu masalah negara dn rakyatnya....kami mohon pak presiden......biar negara ini sejahtra.seperti dulu dulu lagi.....,0,@lanangkabeh-vs2zn,lebih baik dpr dipilih kembali . pak presiden.......dirilis lagi......dipilih yang memang mengerti masalah negara dan rakyatnya......jangan pandang dia artis.....klau tidak tahu masalah negara dan rakyatnya....kami mohon pak presiden......biar negara ini sejahtra.seperti dulu dulu lagi.....,lebih baik dpr dipilih kembali pak presiden dirilis lagi dipilih yang memang mengerti masalah negara dan rakyatnya jangan pandang dia artis klau tidak tahu masalah negara dan rakyatnya kami mohon pak presiden biar negara ini sejahtra seperti dulu dulu lagi,"Lebih baik DPR dipilih kembali, Pak Presiden. Pilihlah mereka yang memang mengerti masalah negara dan rakyatnya, jangan hanya melihat status dia sebagai artis jika tidak tahu tentang masalah negara dan rakyat. Kami mohon, Pak Presiden, agar negara ini sejahtera seperti dulu lagi.","Lebih baik DPR dipilih kembali, Pak Presiden. Pilihlah mereka yang memang mengerti masalah negara dan rakyatnya, jangan hanya melihat status dia sebagai artis jika tidak tahu tentang masalah negara dan rakyat. Kami mohon, Pak Presiden, agar negara ini sejahtera seperti dulu lagi.","['Lebih', 'baik', 'DPR', 'dipilih', 'kembali', ',', 'Pak', 'Presiden', '.', 'Pilihlah', 'mereka', 'yang', 'memang', 'mengerti', 'masalah', 'negara', 'dan', 'rakyatnya', ',', 'jangan', 'hanya', 'melihat', 'status', 'dia', 'sebagai', 'artis', 'jika', 'tidak', 'tahu', 'tentang', 'masalah', 'negara', 'dan', 'rakyat', '.', 'Kami', 'mohon', ',', 'Pak', 'Presiden', ',', 'agar', 'negara', 'ini', 'sejahtera', 'seperti', 'dulu', 'lagi', '.']","['Lebih', 'baik', 'DPR', 'dipilih', ',', 'Pak', 'Presiden', '.', 'Pilihlah', 'memang', 'mengerti', 'masalah', 'negara', 'rakyatnya', ',', 'jangan', 'melihat', 'status', 'artis', 'tahu', 'masalah', 'negara', 'rakyat', '.', 'mohon', ',', 'Pak', 'Presiden', ',', 'negara', 'sejahtera', 'dulu', '.']","Lebih baik DPR dipilih , Pak Presiden . Pilihlah memang mengerti masalah negara rakyatnya , jangan melihat status artis tahu masalah negara rakyat . mohon , Pak Presiden , negara sejahtera dulu .",lebih baik dpr pilih pak presiden pilih memang erti masalah negara rakyat jangan lihat status artis tahu masalah negara rakyat mohon pak presiden negara sejahtera dulu
demo ga ada akhlaq,1,@MarupFadil,demo enggak ada akhlaq,demo enggak ada akhlaq,demo tidak ada akhlak,demo tidak ada akhlak,"['demo', 'tidak', 'ada', 'akhlak']","['demo', 'akhlak']",demo akhlak,demo akhlak
lain kali demo bawa alat berat...sangat mudah meruntuhkan apa pun...,1,@zakarnaik-j9s,lain kali demo bawa alat berat...sangat mudah meruntuhkan apa pun...,lain kali demo bawa alat berat sangat mudah meruntuhkan apa pun,"Lain kali, saat demonstrasi, bawa alat berat agar sangat mudah meruntuhkan apa pun.","Lain kali, saat demonstrasi, bawa alat berat agar sangat mudah meruntuhkan apa pun.","['Lain', 'kali', ',', 'saat', 'demonstrasi', ',', 'bawa', 'alat', 'berat', 'agar', 'sangat', 'mudah', 'meruntuhkan', 'apa', 'pun', '.']","['kali', ',', 'demonstrasi', ',', 'bawa', 'alat', 'berat', 'sangat', 'mudah', 'meruntuhkan', 'apa', '.']","kali , demonstrasi , bawa alat berat sangat mudah meruntuhkan apa .",kali demonstrasi bawa alat berat sangat mudah runtuh apa
bukan tuntutan tunjangan. apapun.. tapi yg  dj inginkan rakyat   buvarkan dpr.. bubar  dan bubar.. lembaga yg tdk bermanfaat buat rakyat.. malah menindas rakyat hingga tidak tersisa... se x lagi bukan tintutan tunjangan    bukan krn uang ini itu.. tp bubarkan,0,@FerryHar,bukan tuntutan tunjangan. apapun.. tapi yang dj inginkan rakyat buvarkan dpr.. bubar dan bubar.. lembaga yang tidak bermanfaat buat rakyat.. malah menindas rakyat hingga tidak tersisa... se kali lagi bukan tintutan tunjangan bukan karena uang ini itu.. tapi bubarkan,bukan tuntutan tunjangan apapun tapi yang dj inginkan rakyat buvarkan dpr bubar dan bubar lembaga yang tidak bermanfaat buat rakyat malah menindas rakyat hingga tidak tersisa se kali lagi bukan tintutan tunjangan bukan karena uang ini itu tapi bubarkan,"Bukan tuntutan tunjangan apapun, tetapi yang diinginkan rakyat adalah pembubaran DPR dan lembaga yang tidak bermanfaat bagi rakyat, bahkan menindas rakyat hingga tidak tersisa. Sekali lagi, bukan tuntutan tunjangan, bukan karena uang ini itu, tapi bubarkan.","Bukan tuntutan tunjangan apapun, tetapi yang diinginkan rakyat adalah pembubaran DPR dan lembaga yang tidak bermanfaat bagi rakyat, bahkan menindas rakyat hingga tidak tersisa. Sekali lagi, bukan tuntutan tunjangan, bukan karena uang ini itu, tapi bubarkan.","['Bukan', 'tuntutan', 'tunjangan', 'apapun', ',', 'tetapi', 'yang', 'diinginkan', 'rakyat', 'adalah', 'pembubaran', 'DPR', 'dan', 'lembaga', 'yang', 'tidak', 'bermanfaat', 'bagi', 'rakyat', ',', 'bahkan', 'menindas', 'rakyat', 'hingga', 'tidak', 'tersisa', '.', 'Sekali', 'lagi', ',', 'bukan', 'tuntutan', 'tunjangan', ',', 'bukan', 'karena', 'uang', 'ini', 'itu', ',', 'tapi', 'bubarkan', '.']","['Bukan', 'tuntutan', 'tunjangan', 'apapun', ',', 'diinginkan', 'rakyat', 'pembubaran', 'DPR', 'lembaga', 'bermanfaat', 'rakyat', ',', 'bahkan', 'menindas', 'rakyat', 'hingga', 'tersisa', '.', 'Sekali', ',', 'bukan', 'tuntutan', 'tunjangan', ',', 'bukan', 'uang', ',', 'bubarkan', '.']","Bukan tuntutan tunjangan apapun , diinginkan rakyat pembubaran DPR lembaga bermanfaat rakyat , bahkan menindas rakyat hingga tersisa . Sekali , bukan tuntutan tunjangan , bukan uang , bubarkan .",bukan tuntut tunjang apa ingin rakyat bubar dpr lembaga manfaat rakyat bahkan tindas rakyat hingga sisa sekali bukan tuntut tunjang bukan uang bubar
jihat di jalan allah,0,@darmachannel8959,jihat di jalan allah,jihat di jalan allah,jihad di jalan Allah,jihad di jalan Allah,"['jihad', 'di', 'jalan', 'Allah']","['jihad', 'jalan', 'Allah']",jihad jalan Allah,jihad jalan allah
tidak di butuh kan pengganti   dpr  lagi... krn dpr tidak ada manfaat nya... bubar dan bubar harga mati,1,@FerryHar,tidak di butuh kan pengganti dpr lagi... karena dpr tidak ada manfaat nya... bubar dan bubar harga mati,tidak di butuh kan pengganti dpr lagi karena dpr tidak ada manfaat nya bubar dan bubar harga mati,"tidak dibutuhkan pengganti DPR lagi karena DPR tidak ada manfaatnya, bubar dan bubar harga mati","tidak dibutuhkan pengganti DPR lagi karena DPR tidak ada manfaatnya, bubar dan bubar harga mati","['tidak', 'dibutuhkan', 'pengganti', 'DPR', 'lagi', 'karena', 'DPR', 'tidak', 'ada', 'manfaatnya', ',', 'bubar', 'dan', 'bubar', 'harga', 'mati']","['dibutuhkan', 'pengganti', 'DPR', 'DPR', 'manfaatnya', ',', 'bubar', 'bubar', 'harga', 'mati']","dibutuhkan pengganti DPR DPR manfaatnya , bubar bubar harga mati",butuh ganti dpr dpr manfaat bubar bubar harga mati
"ini negara demokrasi artinya bebas berpendapat, kalo pemerintah gamau di kritik oleh rakyat jangan jadi negara demokrasi, jadi negara kerajaan/kesultanan seperti brunei & inggris, 

semakin pemerintah bertindak semena-mena kepada rakyat, maka makin semena-mena juga rakyat ke pada pemerintah. wajar kita (masyarakat) demo ke gedung pemerintahan karena kita bayar pajak, kami cuman mau minta pemerintah transparan kepada rakyat, kami bayar pajak ke negara, untuk apa pajak yg udah kita bayarkan, fasilitas pendidikan? kesehatan? transportasi? infrastruktur?, coba blusukan ke pedalaman/pedesaan disini, jangan blusukan ke luar negeri terus, perhatikan coba, apa masyarakat semuanya sudah sejahtera? apa masyarakat semuanya udah mendapatkan semua fasilitas?",0,@baniangler9733,"ini negara demokrasi artinya bebas berpendapat, kalo pemerintah enggak mau di kritik oleh rakyat jangan jadi negara demokrasi, jadi negara kerajaan/kesultanan seperti brunei & inggris, semakin pemerintah bertindak semena-mena kepada rakyat, maka makin semena-mena juga rakyat ke pada pemerintah. wajar kita (masyarakat) demo ke gedung pemerintahan karena kita bayar pajak, kami cuman mau meminta pemerintah transparan kepada rakyat, kami bayar pajak ke negara, untuk apa pajak yang sudah kita bayarkan, fasilitas pendidikan? kesehatan? transportasi? infrastruktur?, coba blusukan ke pedalaman/pedesaan disini, jangan blusukan ke luar negeri terus, perhatikan coba, apa masyarakat semuanya sudah sejahtera? apa masyarakat semuanya sudah mendapatkan semua fasilitas?",ini negara demokrasi artinya bebas berpendapat kalo pemerintah enggak mau di kritik oleh rakyat jangan jadi negara demokrasi jadi negara kerajaan kesultanan seperti brunei inggris semakin pemerintah bertindak semena mena kepada rakyat maka makin semena mena juga rakyat ke pada pemerintah wajar kita masyarakat demo ke gedung pemerintahan karena kita bayar pajak kami cuman mau meminta pemerintah transparan kepada rakyat kami bayar pajak ke negara untuk apa pajak yang sudah kita bayarkan fasilitas pendidikan kesehatan transportasi infrastruktur coba blusukan ke pedalaman pedesaan disini jangan blusukan ke luar negeri terus perhatikan coba apa masyarakat semuanya sudah sejahtera apa masyarakat semuanya sudah mendapatkan semua fasilitas,"ini negara demokrasi artinya bebas berpendapat kalau pemerintah tidak mau dikritik oleh rakyat jangan jadi negara demokrasi, jadilah negara kerajaan kesultanan seperti Brunei. Semakin pemerintah bertindak semena-mena kepada rakyat, maka semakin semena-mena juga rakyat kepada pemerintah. Wajar kita masyarakat berdemo ke gedung pemerintahan karena kita bayar pajak. Kami hanya mau meminta pemerintah transparan kepada rakyat. Kami bayar pajak ke negara untuk apa? Pajak yang sudah kita bayarkan untuk fasilitas pendidikan, kesehatan, transportasi, dan infrastruktur. Coba blusukan ke pedalaman desa di sini, jangan blusukan ke luar negeri terus. Perhatikan coba, apakah masyarakat semuanya sudah sejahtera? Apakah masyarakat semuanya sudah mendapatkan semua fasilitas?","ini negara demokrasi artinya bebas berpendapat kalau pemerintah tidak mau dikritik oleh rakyat jangan jadi negara demokrasi, jadilah negara kerajaan kesultanan seperti Brunei. Semakin pemerintah bertindak semena-mena kepada rakyat, maka semakin semena-mena juga rakyat kepada pemerintah. Wajar kita masyarakat berdemo ke gedung pemerintahan karena kita bayar pajak. Kami hanya mau meminta pemerintah transparan kepada rakyat. Kami bayar pajak ke negara untuk apa? Pajak yang sudah kita bayarkan untuk fasilitas pendidikan, kesehatan, transportasi, dan infrastruktur. Coba blusukan ke pedalaman desa di sini, jangan blusukan ke luar negeri terus. Perhatikan coba, apakah masyarakat semuanya sudah sejahtera? Apakah masyarakat semuanya sudah mendapatkan semua fasilitas?","['ini', 'negara', 'demokrasi', 'artinya', 'bebas', 'berpendapat', 'kalau', 'pemerintah', 'tidak', 'mau', 'dikritik', 'oleh', 'rakyat', 'jangan', 'jadi', 'negara', 'demokrasi', ',', 'jadilah', 'negara', 'kerajaan', 'kesultanan', 'seperti', 'Brunei', '.', 'Semakin', 'pemerintah', 'bertindak', 'semena-mena', 'kepada', 'rakyat', ',', 'maka', 'semakin', 'semena-mena', 'juga', 'rakyat', 'kepada', 'pemerintah', '.', 'Wajar', 'kita', 'masyarakat', 'berdemo', 'ke', 'gedung', 'pemerintahan', 'karena', 'kita', 'bayar', 'pajak', '.', 'Kami', 'hanya', 'mau', 'meminta', 'pemerintah', 'transparan', 'kepada', 'rakyat', '.', 'Kami', 'bayar', 'pajak', 'ke', 'negara', 'untuk', 'apa', '?', 'Pajak', 'yang', 'sudah', 'kita', 'bayarkan', 'untuk', 'fasilitas', 'pendidikan', ',', 'kesehatan', ',', 'transportasi', ',', 'dan', 'infrastruktur', '.', 'Coba', 'blusukan', 'ke', 'pedalaman', 'desa', 'di', 'sini', ',', 'jangan', 'blusukan', 'ke', 'luar', 'negeri', 'terus', '.', 'Perhatikan', 'coba', ',', 'apakah', 'masyarakat', 'semuanya', 'sudah', 'sejahtera', '?', 'Apakah', 'masyarakat', 'semuanya', 'sudah', 'mendapatkan', 'semua', 'fasilitas', '?']","['negara', 'demokrasi', 'artinya', 'bebas', 'berpendapat', 'kalau', 'pemerintah', 'mau', 'dikritik', 'rakyat', 'jangan', 'jadi', 'negara', 'demokrasi', ',', 'jadilah', 'negara', 'kerajaan', 'kesultanan', 'Brunei', '.', 'Semakin', 'pemerintah', 'bertindak', 'semena-mena', 'rakyat', ',', 'semakin', 'semena-mena', 'rakyat', 'pemerintah', '.', 'Wajar', 'masyarakat', 'berdemo', 'gedung', 'pemerintahan', 'bayar', 'pajak', '.', 'mau', 'meminta', 'pemerintah', 'transparan', 'rakyat', '.', 'bayar', 'pajak', 'negara', 'apa', '?', 'Pajak', 'bayarkan', 'fasilitas', 'pendidikan', ',', 'kesehatan', ',', 'transportasi', ',', 'infrastruktur', '.', 'Coba', 'blusukan', 'pedalaman', 'desa', 'sini', ',', 'jangan', 'blusukan', 'luar', 'negeri', 'terus', '.', 'Perhatikan', 'coba', ',', 'masyarakat', 'semuanya', 'sejahtera', '?', 'masyarakat', 'semuanya', 'mendapatkan', 'semua', 'fasilitas', '?']","negara demokrasi artinya bebas berpendapat kalau pemerintah mau dikritik rakyat jangan jadi negara demokrasi , jadilah negara kerajaan kesultanan Brunei . Semakin pemerintah bertindak semena-mena rakyat , semakin semena-mena rakyat pemerintah . Wajar masyarakat berdemo gedung pemerintahan bayar pajak . mau meminta pemerintah transparan rakyat . bayar pajak negara apa ? Pajak bayarkan fasilitas pendidikan , kesehatan , transportasi , infrastruktur . Coba blusukan pedalaman desa sini , jangan blusukan luar negeri terus . Perhatikan coba , masyarakat semuanya sejahtera ? masyarakat semuanya mendapatkan semua fasilitas ?",negara demokrasi arti bebas dapat kalau perintah mau kritik rakyat jangan jadi negara demokrasi jadi negara raja sultan brunei makin perintah tindak semena-mena rakyat makin semena-mena rakyat perintah wajar masyarakat demo gedung perintah bayar pajak mau minta perintah transparan rakyat bayar pajak negara apa pajak bayar fasilitas didik sehat transportasi infrastruktur coba blusukan dalam desa sini jangan blusukan luar negeri terus perhati coba masyarakat semua sejahtera masyarakat semua dapat semua fasilitas
"yang memerdekakan indonesia itu bukan polisi tentara anggota dpr
tapi rakyat jaman dahulu aja belum ada yang nama nya anggota dpr aman aman aja tu",0,@KaZhyki,yang memerdekakan indonesia itu bukan polisi tentara anggota dpr tapi rakyat jaman dahulu saja belum ada yang nama nya anggota dpr aman aman saja itu,yang memerdekakan indonesia itu bukan polisi tentara anggota dpr tapi rakyat jaman dahulu saja belum ada yang nama nya anggota dpr aman aman saja itu,"Yang memerdekakan Indonesia itu bukan polisi, tentara, atau anggota DPR, tapi rakyat. Pada zaman dahulu, belum ada yang namanya anggota DPR, dan semua aman-aman saja.","Yang memerdekakan Indonesia itu bukan polisi, tentara, atau anggota DPR, tapi rakyat. Pada zaman dahulu, belum ada yang namanya anggota DPR, dan semua aman-aman saja.","['Yang', 'memerdekakan', 'Indonesia', 'itu', 'bukan', 'polisi', ',', 'tentara', ',', 'atau', 'anggota', 'DPR', ',', 'tapi', 'rakyat', '.', 'Pada', 'zaman', 'dahulu', ',', 'belum', 'ada', 'yang', 'namanya', 'anggota', 'DPR', ',', 'dan', 'semua', 'aman-aman', 'saja', '.']","['memerdekakan', 'Indonesia', 'bukan', 'polisi', ',', 'tentara', ',', 'anggota', 'DPR', ',', 'rakyat', '.', 'zaman', ',', 'namanya', 'anggota', 'DPR', ',', 'semua', 'aman-aman', '.']","memerdekakan Indonesia bukan polisi , tentara , anggota DPR , rakyat . zaman , namanya anggota DPR , semua aman-aman .",merdeka indonesia bukan polisi tentara anggota dpr rakyat zaman nama anggota dpr semua aman
"saya biasanya ga terlalu tertarik dengan demo, karena banyak demo yang dibiayai oknum utk tujuan kelompok tertentu, tapi baru kali ini saya merasa, demo kali ini benar benar untuk kebaikan seluruh masyarakat indonesia. semangat ya pejuang kami, mungkin bisa diinfokan, jika butuh bantuan, baik tenaga maupun dana, saya yakin, banyak orang yang ingin turut membantu demi kebaikan indonesia, tapi tidak tahu caranya, karena kita hanya orang kecil yang tidak punya kelompok besar, sehingga suara kami tidak terdengar.",0,@gunadisantoso,"saya biasanya enggak terlalu tertarik dengan demo, karena banyak demo yang dibiayai oknum untuk tujuan kelompok tertentu, tapi baru kali ini saya merasa, demo kali ini benar benar untuk kebaikan seluruh masyarakat indonesia. semangat ya pejuang kami, mungkin bisa diinfokan, jika butuh bantuan, baik tenaga maupun dana, saya yakin, banyak orang yang ingin turut membantu demi kebaikan indonesia, tapi tidak tahu caranya, karena kita hanya orang kecil yang tidak punya kelompok besar, sehingga suara kami tidak terdengar.",saya biasanya enggak terlalu tertarik dengan demo karena banyak demo yang dibiayai oknum untuk tujuan kelompok tertentu tapi baru kali ini saya merasa demo kali ini benar benar untuk kebaikan seluruh masyarakat indonesia semangat ya pejuang kami mungkin bisa diinfokan jika butuh bantuan baik tenaga maupun dana saya yakin banyak orang yang ingin turut membantu demi kebaikan indonesia tapi tidak tahu caranya karena kita hanya orang kecil yang tidak punya kelompok besar sehingga suara kami tidak terdengar,"Saya biasanya tidak terlalu tertarik dengan demonstrasi karena banyak demonstrasi yang dibiayai oknum untuk tujuan kelompok tertentu. Namun, baru kali ini saya merasa bahwa demonstrasi kali ini benar-benar untuk kebaikan seluruh masyarakat Indonesia. Semangat ya, pejuang! Kami mungkin bisa diinformasikan jika butuh bantuan, baik tenaga maupun dana. Saya yakin banyak orang yang ingin turut membantu demi kebaikan Indonesia, tetapi tidak tahu caranya karena kita hanya orang kecil yang tidak punya kelompok besar, sehingga suara kami tidak terdengar.","Saya biasanya tidak terlalu tertarik dengan demonstrasi karena banyak demonstrasi yang dibiayai oknum untuk tujuan kelompok tertentu. Namun, baru kali ini saya merasa bahwa demonstrasi kali ini benar-benar untuk kebaikan seluruh masyarakat Indonesia. Semangat ya, pejuang! Kami mungkin bisa diinformasikan jika butuh bantuan, baik tenaga maupun dana. Saya yakin banyak orang yang ingin turut membantu demi kebaikan Indonesia, tetapi tidak tahu caranya karena kita hanya orang kecil yang tidak punya kelompok besar, sehingga suara kami tidak terdengar.","['Saya', 'biasanya', 'tidak', 'terlalu', 'tertarik', 'dengan', 'demonstrasi', 'karena', 'banyak', 'demonstrasi', 'yang', 'dibiayai', 'oknum', 'untuk', 'tujuan', 'kelompok', 'tertentu', '.', 'Namun', ',', 'baru', 'kali', 'ini', 'saya', 'merasa', 'bahwa', 'demonstrasi', 'kali', 'ini', 'benar-benar', 'untuk', 'kebaikan', 'seluruh', 'masyarakat', 'Indonesia', '.', 'Semangat', 'ya', ',', 'pejuang', '!', 'Kami', 'mungkin', 'bisa', 'diinformasikan', 'jika', 'butuh', 'bantuan', ',', 'baik', 'tenaga', 'maupun', 'dana', '.', 'Saya', 'yakin', 'banyak', 'orang', 'yang', 'ingin', 'turut', 'membantu', 'demi', 'kebaikan', 'Indonesia', ',', 'tetapi', 'tidak', 'tahu', 'caranya', 'karena', 'kita', 'hanya', 'orang', 'kecil', 'yang', 'tidak', 'punya', 'kelompok', 'besar', ',', 'sehingga', 'suara', 'kami', 'tidak', 'terdengar', '.']","['biasanya', 'terlalu', 'tertarik', 'demonstrasi', 'banyak', 'demonstrasi', 'dibiayai', 'oknum', 'tujuan', 'kelompok', 'tertentu', '.', ',', 'baru', 'kali', 'merasa', 'demonstrasi', 'kali', 'benar-benar', 'kebaikan', 'seluruh', 'masyarakat', 'Indonesia', '.', 'Semangat', ',', 'pejuang', '!', 'mungkin', 'diinformasikan', 'butuh', 'bantuan', ',', 'baik', 'tenaga', 'maupun', 'dana', '.', 'yakin', 'banyak', 'orang', 'turut', 'membantu', 'kebaikan', 'Indonesia', ',', 'tahu', 'caranya', 'orang', 'kecil', 'punya', 'kelompok', 'besar', ',', 'suara', 'terdengar', '.']","biasanya terlalu tertarik demonstrasi banyak demonstrasi dibiayai oknum tujuan kelompok tertentu . , baru kali merasa demonstrasi kali benar-benar kebaikan seluruh masyarakat Indonesia . Semangat , pejuang ! mungkin diinformasikan butuh bantuan , baik tenaga maupun dana . yakin banyak orang turut membantu kebaikan Indonesia , tahu caranya orang kecil punya kelompok besar , suara terdengar .",biasa terlalu tarik demonstrasi banyak demonstrasi biaya oknum tuju kelompok tentu baru kali rasa demonstrasi kali benar baik seluruh masyarakat indonesia semangat juang mungkin informasi butuh bantu baik tenaga maupun dana yakin banyak orang turut bantu baik indonesia tahu cara orang kecil punya kelompok besar suara dengar
pake cabe saja kaka  biar sama sama rasa pedas,0,@IhfaAulia-v6t,pakai cabe saja kakak biar sama sama rasa pedas,pakai cabe saja kakak biar sama sama rasa pedas,pakai cabe saja kakak biar sama sama rasa pedas,pakai cabe saja kakak biar sama sama rasa pedas,"['pakai', 'cabe', 'saja', 'kakak', 'biar', 'sama', 'sama', 'rasa', 'pedas']","['pakai', 'cabe', 'kakak', 'biar', 'sama', 'sama', 'rasa', 'pedas']",pakai cabe kakak biar sama sama rasa pedas,pakai cabe kakak biar sama sama rasa pedas
gw jauh jauh dari semarang ikut sampe compang camping gw bersumpah bakal dudukin gedung dpr bersama demonstran yg lain,0,@JHNofficial-e7o,gue jauh jauh dari semarang ikut sampai compang camping gue bersumpah bakal dudukin gedung dpr bersama demonstran yang lain,gue jauh jauh dari semarang ikut sampai compang camping gue bersumpah bakal dudukin gedung dpr bersama demonstran yang lain,Gue jauh-jauh dari Semarang ikut sampai compang-camping. Gue bersumpah bakal dudukin gedung DPR bersama demonstran yang lain.,Gue jauh-jauh dari Semarang ikut sampai compang-camping. Gue bersumpah bakal dudukin gedung DPR bersama demonstran yang lain.,"['Gue', 'jauh-jauh', 'dari', 'Semarang', 'ikut', 'sampai', 'compang-camping', '.', 'Gue', 'bersumpah', 'bakal', 'dudukin', 'gedung', 'DPR', 'bersama', 'demonstran', 'yang', 'lain', '.']","['Gue', 'jauh-jauh', 'Semarang', 'ikut', 'compang-camping', '.', 'Gue', 'bersumpah', 'bakal', 'dudukin', 'gedung', 'DPR', 'bersama', 'demonstran', '.']",Gue jauh-jauh Semarang ikut compang-camping . Gue bersumpah bakal dudukin gedung DPR bersama demonstran .,gue jauh semarang ikut compang-camping gue sumpah bakal dudukin gedung dpr sama demonstran
"pada coment doang,, ayo lah kita berjuang bareng... buat indonesia sejahtera,, buat anak cucu kita kelak...  ga malu tah hanya jadi penonton doang... woyyy ayo bangkit...",0,@PutriAzzahra-hd7tk,"pada komentar doang,, ayo lah kita berjuang bareng... buat indonesia sejahtera,, buat anak cucu kita kelak... enggak malu teh hanya jadi penonton doang... woy ayo bangkit...",pada komentar doang ayo lah kita berjuang bareng buat indonesia sejahtera buat anak cucu kita kelak enggak malu teh hanya jadi penonton doang woy ayo bangkit,pada komentar saja ayo kita berjuang bersama untuk Indonesia yang sejahtera bagi anak cucu kita kelak tidak hanya menjadi penonton saja ayo bangkit,pada komentar saja ayo kita berjuang bersama untuk Indonesia yang sejahtera bagi anak cucu kita kelak tidak hanya menjadi penonton saja ayo bangkit,"['pada', 'komentar', 'saja', 'ayo', 'kita', 'berjuang', 'bersama', 'untuk', 'Indonesia', 'yang', 'sejahtera', 'bagi', 'anak', 'cucu', 'kita', 'kelak', 'tidak', 'hanya', 'menjadi', 'penonton', 'saja', 'ayo', 'bangkit']","['komentar', 'ayo', 'berjuang', 'bersama', 'Indonesia', 'sejahtera', 'anak', 'cucu', 'kelak', 'menjadi', 'penonton', 'ayo', 'bangkit']",komentar ayo berjuang bersama Indonesia sejahtera anak cucu kelak menjadi penonton ayo bangkit,komentar ayo juang sama indonesia sejahtera anak cucu kelak jadi tonton ayo bangkit
terimakasih pada pejuang rakyat semoga di lindungi allah,0,@IisSumiyati-d9v,terimakasih pada pejuang rakyat semoga di lindungi allah,terimakasih pada pejuang rakyat semoga di lindungi allah,terimakasih kepada pejuang rakyat semoga dilindungi Allah,terimakasih kepada pejuang rakyat semoga dilindungi Allah,"['terimakasih', 'kepada', 'pejuang', 'rakyat', 'semoga', 'dilindungi', 'Allah']","['terimakasih', 'pejuang', 'rakyat', 'semoga', 'dilindungi', 'Allah']",terimakasih pejuang rakyat semoga dilindungi Allah,terimakasih juang rakyat moga lindung allah
